기준연도,기준월,자치구,매매가,전세가,월세가
2024,1,강남구,2212518,982551,2446
2024,2,강남구,2209810,981696,2447
2024,3,강남구,2209429,982670,2450
2018,1,송파구,1032208,563007,1201
2018,2,송파구,1056965,560431,1200
2018,3,송파구,1068264,554688,1204
2018,4,송파구,1067938,548486,1196
2018,5,송파구,1063993,540854,1192
2018,6,송파구,1056972,534222,1186
2018,7,송파구,1052486,531535,1183
2018,8,송파구,1062549,533354,1182
2018,9,송파구,1077813,542111,1169
2018,10,송파구,1083326,543583,1169
2018,11,송파구,1070514,543792,1171
2018,12,송파구,1063479,540965,1170
2019,1,송파구,1113576,538142,1227
2019,2,송파구,1107382,531299,1223
2019,3,송파구,1100618,529035,1220
2019,4,송파구,1098257,530521,1219
2019,5,송파구,1098146,532056,1219
2019,6,송파구,1099660,532951,1219
2019,7,송파구,1102847,533368,1219
2019,8,송파구,1104521,533826,1219
2019,9,송파구,1106472,534181,1220
2019,10,송파구,1118417,537972,1220
2019,11,송파구,1130090,541111,1220
2019,12,송파구,1166361,548201,1228
2020,1,송파구,1256877,564010,1256
2020,2,송파구,1251701,566679,1262
2020,3,송파구,1245727,566834,1263
2020,4,송파구,1235416,565818,1267
2020,5,송파구,1234545,570890,1272
2020,6,송파구,1240305,575117,1273
2020,7,송파구,1260838,579416,1273
2020,8,송파구,1265377,586656,1275
2020,9,송파구,1266416,592643,1276
2020,10,송파구,1266792,596221,1279
2020,11,송파구,1267214,605844,1285
2020,12,송파구,1270682,614435,1295
2021,1,송파구,1279766,621734,1300
2021,2,송파구,1292870,625357,1301
2021,3,송파구,1301260,628019,1301
2021,4,송파구,1310260,628221,1301
2021,5,송파구,1321318,628974,1302
2021,6,송파구,1341981,637903,1302
2021,7,송파구,1606536,828310,1462
2021,8,송파구,1625248,835523,1471
2021,9,송파구,1648966,840783,1480
2021,10,송파구,1670424,847368,1497
2021,11,송파구,1684514,850433,1505
2021,12,송파구,1690684,852285,1517
2022,1,송파구,1691359,852381,1520
2022,2,송파구,1689712,851409,1521
2022,3,송파구,1689183,850201,1521
2022,4,송파구,1689046,849594,1520
2022,5,송파구,1688316,849520,1518
2022,6,송파구,1686892,849133,1519
2022,7,송파구,1683774,848378,1519
2022,8,송파구,1675170,844573,1522
2022,9,송파구,1656180,831372,1523
2022,10,송파구,1620155,803492,1523
2022,11,송파구,1575350,773074,1518
2022,12,송파구,1521594,732214,1464
2023,1,송파구,1515872,709826,1480
2023,2,송파구,1510180,687692,1467
2023,3,송파구,1513466,673994,1449
2023,4,송파구,1513503,674640,1454
2023,5,송파구,1531659,683491,1473
2023,6,송파구,1555695,690415,1487
2023,7,송파구,1572945,696570,1479
2023,8,송파구,1600168,707338,1482
2023,9,송파구,1617838,715784,1479
2023,10,송파구,1626015,722927,1476
2023,11,송파구,1629671,732966,1473
2023,12,송파구,1627241,738040,1471
2024,1,송파구,1616471,741256,1482
2024,2,송파구,1617309,739332,1480
2024,3,송파구,1621750,739041,1483
2018,1,강동구,572700,407187,937
2018,2,강동구,594793,408713,937
2018,3,강동구,602720,405307,936
2018,4,강동구,604327,401333,932
2018,5,강동구,603973,398607,930
2018,6,강동구,605960,397960,930
2018,7,강동구,607187,398860,934
2018,8,강동구,611693,401473,934
2018,9,강동구,635327,403827,940
2018,10,강동구,640220,405047,940
2018,11,강동구,640713,404807,941
2018,12,강동구,639167,401633,939
2019,1,강동구,735167,413635,961
2019,2,강동구,728643,406016,963
2019,3,강동구,721690,401310,962
2019,4,강동구,713683,396690,962
2019,5,강동구,706183,392659,960
2019,6,강동구,703675,390516,959
2019,7,강동구,702968,388992,958
2019,8,강동구,703944,388984,958
2019,9,강동구,705429,389214,959
2019,10,강동구,711976,389103,959
2019,11,강동구,719000,389135,959
2019,12,강동구,740921,393579,964
2020,1,강동구,787716,398940,971
2020,2,강동구,787881,398866,970
2020,3,강동구,788179,399269,970
2020,4,강동구,787343,399821,986
2020,5,강동구,785164,400388,986
2020,6,강동구,784776,401560,986
2020,7,강동구,796149,405500,989
2020,8,강동구,798575,411284,991
2020,9,강동구,800418,414858,966
2020,10,강동구,800806,417388,955
2020,11,강동구,801209,423470,943
2020,12,강동구,803306,430209,948
2021,1,강동구,807813,435164,952
2021,2,강동구,813870,439261,956
2021,3,강동구,817990,441082,958
2021,4,강동구,821482,440858,958
2021,5,강동구,825448,440627,958
2021,6,강동구,835836,444560,960
2021,7,강동구,988594,570056,1026
2021,8,강동구,997388,574819,1034
2021,9,강동구,1008121,579413,1048
2021,10,강동구,1017067,583904,1058
2021,11,강동구,1023500,587386,1067
2021,12,강동구,1026442,588868,1069
2022,1,강동구,1026094,588864,1070
2022,2,강동구,1024893,588346,1069
2022,3,강동구,1024241,587913,1068
2022,4,강동구,1024603,587975,1069
2022,5,강동구,1024768,587935,1074
2022,6,강동구,1023576,587888,1072
2022,7,강동구,1022424,587364,1076
2022,8,강동구,1019768,586038,1077
2022,9,강동구,1012853,580520,1073
2022,10,강동구,997018,568051,1073
2022,11,강동구,968647,548730,1068
2022,12,강동구,939335,521470,1051
2023,1,강동구,912677,492546,1059
2023,2,강동구,898817,476743,1057
2023,3,강동구,898032,473785,1060
2023,4,강동구,897514,472875,1052
2023,5,강동구,900661,474524,1059
2023,6,강동구,903303,476209,1063
2023,7,강동구,908606,479763,1074
2023,8,강동구,918199,484229,1078
2023,9,강동구,926677,489237,1082
2023,10,강동구,933072,493468,1087
2023,11,강동구,937044,497520,1090
2023,12,강동구,936422,498874,1091
2024,1,강동구,930217,497144,1090
2024,2,강동구,928617,496658,1090
2024,3,강동구,928075,495919,1088
