기준년도,기준월,행정동_코드,행정동_코드_명,소득_총금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,교육_지출_총금액,유흥_지출_총금액,여가_문화_지출_총금액,기타_지출_총금액,음식_지출_총금액
2020,3,11590550,상도3동,2575897,6,915215667,335534333,17337667,14082000,94903333,63750667,16594333,31625000,54843333,45846333,240698667
2020,3,11560720,대림3동,2907933,6,1824319667,307170000,12693000,39937333,405519667,453856000,35488667,81024333,115128000,32380000,341122667
2020,3,11560660,신길4동,2717791,6,182377667,52269000,5185333,28601333,6473667,1833667,19716667,7221333,5969667,8662000,46445000
2020,3,11380590,응암2동,3510245,7,525804667,202873000,5212667,8768333,43152000,100099667,52963667,9377000,17004000,14719333,71635000
2020,3,11560535,영등포동,3570107,7,7912970000,1453077667,595350667,212195667,1016286000,131063667,112303667,433254333,1531077333,232190000,2196171000
2020,3,11545510,가산동,2567594,6,24245550667,937736000,4062955667,15596359333,760806000,136494333,150192333,150174000,669939333,241704000,1539189667
2020,3,11530540,구로3동,2888444,6,268627112667,669306333,148426000,80026667,835661667,1252451333,131300333,284808333,263424715667,187757667,1612658667
2020,3,11500560,화곡3동,3132782,7,1330387667,293753333,17747667,6999333,250287000,1550333,85040333,66557333,105458333,52526000,450468000
2020,3,11500510,염창동,4127504,8,1713808000,434976333,25498667,63745667,175418667,208493000,174773000,39943667,141029667,71011333,378918000
2020,3,11470630,신정2동,4725315,8,976530000,384097000,5820333,9249000,83921333,31597667,157299333,15740667,22854667,20925667,245024333
2020,3,11440730,성산2동,3521472,7,2512599333,1466685333,10811667,7549000,77766000,121046333,125541667,34504000,309526000,77176000,281993333
2020,3,11440710,연남동,2980162,6,1992419000,495021000,82643333,43499000,31115333,8349000,46353667,99386333,48128333,41822333,1096100667
2020,3,11440565,공덕동,4047702,8,2389271333,403069000,14589667,44250667,200800667,61098667,102677667,46245667,957840667,86803000,471895667
2020,3,11410710,북가좌1동,4005416,8,526865000,193530000,6011667,12135333,79074667,10597667,51737000,9623000,32826333,43075000,88254333
2020,3,11410555,북아현동,4172659,8,667185667,280433667,15259667,69716000,77358333,7636667,31867667,10077000,16866000,36885333,121085333
2020,3,11545680,시흥2동,3181421,7,189713667,104780667,4070333,505000,15161667,0,24694667,3501000,7291000,7304333,22405000
2020,3,11200620,금호4가동,4442144,8,878615667,410940667,12232000,15524333,114683333,28131333,51852667,16898000,45724333,53512000,129117000
2020,3,11710641,문정1동,3568357,7,991020667,311766000,35370667,12798333,146432667,27499667,43750667,31022333,122027667,80517667,179835000
2020,3,11200535,왕십리도선동,4015131,8,2256533000,467272000,90483333,26061000,413460333,108967000,116551667,85200667,158648333,132418667,657470000
2020,3,11305600,번2동,2308539,5,201707333,36041000,29333,5410000,46077000,41145667,5537000,6216333,21546333,6074333,33630333
2020,3,11305535,미아동,2318870,5,1359740000,235058333,59099000,26220000,340331000,55260333,21097667,76032333,65104667,82140667,399396000
2020,3,11290705,종암동,3381883,7,1667603000,602243667,14603667,9831667,204714000,120666000,102003333,32338333,102641000,43150000,435411333
2020,3,11260630,묵2동,2533867,6,941477000,205361667,22014333,60403333,159574000,107429000,15999667,83376000,66001667,21755667,199561667
2020,3,11230600,답십리1동,3538405,7,1173613667,509159000,20924333,40194000,101561333,13014333,67094333,30212667,71171000,51532333,268750333
2020,3,11230536,용신동,2894254,6,3983617333,1237840333,297637667,136534667,1064203333,230849000,79169333,46002667,141981333,49043333,700355667
2020,3,11215870,구의3동,4010979,8,3285292667,583581667,184570667,289408000,297613667,359245333,232966667,47301333,254632333,386102333,649870667
2020,3,11215820,자양1동,2745988,6,1407528000,460135667,75034333,13170333,232563667,38828000,54213667,34217667,46166667,58386333,394811667
2020,3,11200650,성수1가1동,3870717,8,742961333,203230667,10164667,10850000,44996667,27383000,34632667,38892333,62811333,81215000,228785000
2020,3,11170650,이태원1동,3682946,7,2637611667,269245000,109222000,34773000,77155000,5050667,3189667,530489333,155112000,75425333,1377949667
2020,3,11170555,청파동,2608804,6,797907000,173512333,13290667,11061333,59571667,25137000,24323667,32726667,71626000,57861667,328796000
2020,3,11140680,중림동,4435938,8,685341000,107598333,1993333,66623000,106613333,2109333,14212333,17590333,51046667,57886667,259667667
2020,3,11140635,약수동,3894878,8,829073000,353953667,15219000,19793667,124248333,1693000,20702333,17519000,84876000,32889333,158178667
2020,3,11110700,숭인1동,2868519,6,193666667,103173000,384333,2540000,31507000,4299333,3847667,4405333,9041000,7609667,26859333
2020,3,11110670,창신1동,2393308,5,577370667,98940667,31963000,1133333,134661333,660000,19821667,31365667,80018333,36745667,142061000
2020,3,11110580,교남동,4616890,8,433414000,75338667,9909667,3401000,149195333,6620667,25068667,10656333,10349667,13313667,129560333
2020,3,11110570,무악동,5136717,9,543096667,47061667,1436667,411333,414371667,191333,17939000,278333,6334333,15992000,39080333
2020,3,11110560,평창동,4504006,8,757703333,276965667,5565000,6461667,67806667,51091667,30931333,12594333,56520333,19179667,230587000
2020,3,11740685,길동,2840603,6,3433691667,812903000,30695667,122861667,910573000,43699667,82086000,274471333,250227000,102812333,803362000
2020,3,11740520,상일동,3690212,7,732801667,310061333,2334333,60703333,52363667,26964000,32229000,15652000,72178000,3118333,157197667
2020,3,11710670,잠실2동,6352641,9,801442667,139872667,30340667,5733000,302739000,1138333,99593333,2312000,53747667,50313333,115652667
2020,3,11710650,잠실본동,3079387,7,5246905667,979984000,23382667,63093000,1167636000,409174333,197510333,325363333,492003000,176432000,1412327000
2020,3,11710600,석촌동,2927911,6,2869014333,815262000,42070333,158846667,414507000,255301667,110952333,128896667,176744667,122346000,644087000
2020,3,11350611,하계1동,3611061,7,1832211000,1196531333,3876667,2004000,146757333,22100333,76738333,13533333,33544000,56804667,280321000
2020,3,11200560,행당1동,3900841,8,1823011000,191573667,55402000,42219667,321114333,26643333,150080333,24113333,218182000,131188667,662493667
2020,3,11440655,서강동,4339738,8,1569638000,412092333,83536333,33053333,47321667,18593667,83975000,67820000,74241000,95606000,653398667
2020,3,11500615,우장산동,4135674,8,1970160667,565606000,76050333,97816667,432361667,49182667,214733333,40483000,77742333,105652000,310532667
2020,3,11170625,한강로동,4948344,9,8921464667,439876000,42465667,4394916667,334652333,781174333,38090333,62847000,1010644000,380577000,1436221333
2020,3,11170590,용문동,3568910,7,429074333,186323000,11093667,16204333,24608000,619333,25753333,28883000,17605333,11678000,106306333
2020,3,11170560,원효로1동,4450695,8,785923000,131034667,30408333,99289000,46352333,17026667,17076333,45991667,53878000,27122667,317743333
2020,3,11140520,소공동,5380521,9,403509742667,7644077667,22654333,138233667,459629000,1610714667,83273667,61136333,388518205000,4109029333,862789000
2020,3,11110710,숭인2동,2607311,6,520372667,153919000,36320667,12755667,32119333,1928000,4795333,22432000,31119667,18023000,206960000
2020,3,11110515,청운효자동,3780222,8,635967333,189611333,45045333,3712333,31315333,5260000,8532333,21325667,111151667,8011333,212002000
2020,3,11740660,성내3동,2897346,6,1890257667,387189000,40058667,91917667,238528333,131975000,126415667,56840000,117421667,71446000,628465667
2020,3,11740540,명일2동,4514278,8,1322147000,182192333,11854000,3802333,264558000,10397667,348080333,24654000,91601333,61742333,323264667
2020,3,11710646,장지동,3263464,7,1179495000,497147667,7209667,11150667,109133667,123564000,78500333,35859667,68938667,23751000,224239667
2020,3,11710590,송파2동,4370970,8,934121000,251061667,5396000,89957667,125887000,131631333,73025000,14347667,46902333,28241667,167670667
2020,3,11710540,마천1동,2435636,5,478764000,197334333,10699667,8688333,138467667,4844333,12394333,12182000,11662000,4302667,78188667
2020,3,11680730,일원1동,3022931,7,598401333,133461333,8238333,12563333,94943333,42084000,11698000,33417667,46096000,11100667,204798667
2020,3,11680545,압구정동,5808537,9,13569500333,652168333,738304667,209790333,4265607333,216759000,440642667,402270667,4033034667,657361000,1953561667
2020,3,11650620,방배3동,4681587,8,1238844333,209592667,7421000,8563000,693285000,94769000,33097000,2612333,21498667,15985333,152020333
2020,3,11650581,반포4동,5280483,9,6966872667,617886667,351730000,48436333,3018462333,102194333,458400000,58787667,546709000,445914000,1318352333
2020,3,11650580,반포3동,6140775,9,1222386000,83323667,91185000,36317333,185555000,13624000,238948333,6494000,124149000,31531667,411258000
2020,3,11650560,반포1동,5338302,9,2848100333,354779000,18958000,30065000,1220428000,320608333,101395000,45041667,261609000,91470000,403746333
2020,3,11590630,사당2동,3884988,8,2277507667,649060333,35333667,13228333,315852667,68066333,39373333,194293333,152129667,77560000,732610000
2020,3,11560650,신길3동,3085442,7,939349667,323053000,18822333,29918333,181145333,107795667,37152333,25403667,34013667,21646333,160399000
2020,3,11560540,여의동,5590853,9,53535074667,1205709667,191451333,138931667,969443000,31570253000,184618667,238247000,5998075333,9911989667,3126355333
2020,3,11545610,독산1동,3000453,7,3230786667,810555000,23169333,105814667,1124392333,235879000,68466667,79175333,200590333,90622667,492121333
2020,3,11500641,방화3동,3044446,7,528749667,294174667,787000,1481667,54262000,12600667,12170333,11982333,36421333,18418000,86451667
2020,3,11500630,방화1동,3407916,7,1900549000,501769333,28829667,23252667,299537333,56692333,191565333,54657667,161766000,89741667,492737000
2020,3,11500570,화곡4동,2423768,5,1215307333,268114333,24270667,53336667,143980000,196405667,38364000,66361333,111926000,55624333,256924333
2020,3,11710532,거여2동,3033238,7,797988333,255779333,7419667,26513333,156052667,15852000,19685333,22969333,69492000,24287667,199937000
2020,3,11710632,가락2동,3910198,8,1701672333,462688667,14444667,79453333,313858000,90055000,106868667,48973000,73660000,89710667,421960333
2020,3,11740560,고덕2동,2465499,6,513100000,199871667,5431000,21154667,120243667,12295667,18545000,6508000,13353333,13068000,102629000
2020,3,11350570,월계2동,2728093,6,434701333,136387667,1669000,1160000,37944000,0,166543333,6469333,9082667,13413667,62031667
2020,3,11320521,도봉1동,2275377,5,1150986667,311867000,4669333,8119333,60912000,239613333,13345333,35879667,122179667,10208333,344192667
2020,3,11305545,송중동,2555447,6,2840370667,500473667,105317333,203146667,564473000,87878667,40645333,203993000,165984000,63711667,904747333
2020,3,11290715,월곡1동,3294213,7,822718000,233796667,5721333,86058333,103268667,154848000,40839667,13809667,31664667,29862000,122849000
2020,3,11290650,정릉4동,3038165,7,1001053000,323939667,4373667,4541333,144896667,196723000,44012333,26335667,35124000,21738667,199368000
2020,3,11290640,정릉3동,2482564,6,428025333,106792000,3179333,5177333,14729667,19973667,75716333,10274667,34830333,13176333,144175667
2020,3,11260680,신내1동,2780491,6,1488076667,466450333,19953333,18475667,184876000,88706333,116472667,56504333,84467333,52490667,399680000
2020,3,11260620,묵1동,3120718,7,1134937000,230996333,34717667,22575333,239206333,18545000,47841667,58600333,68518333,66432667,347503333
2020,3,11260570,면목7동,2655671,6,1046827667,440586667,25938667,9894667,184658333,4983667,42642667,35159667,36882667,61700667,204380000
2020,3,11230720,휘경1동,2722774,6,980765333,337288333,5247333,61481333,112559000,17210333,26497333,21688667,49960000,82102667,266730333
2020,3,11380560,구산동,2602334,6,712097000,291665000,5842667,5301000,142089000,19070000,81694000,9308333,25360667,18448333,113318000
2020,3,11230650,장안1동,2863708,6,3122829667,896665333,66903333,61004667,546836667,315894000,55572333,136039000,146111667,105791667,792011000
2020,3,11215740,중곡1동,2542359,6,1253920333,452732667,21476667,99827000,115058333,173653333,10573667,81333333,71299000,41455000,186511333
2020,3,11200670,성수2가1동,2900762,6,1545713333,481129667,75671667,90100667,158104000,89637333,17806000,50616000,100654333,55845667,426148000
2020,3,11200615,금호2?3가동,3751434,8,677999667,298993667,30869333,2235000,84091667,61667,19683000,13748667,23676333,23829333,180811000
2020,3,11170690,서빙고동,4208562,8,318555333,84340333,7308667,6287667,6673667,26115667,41221000,0,67879667,8641667,70087000
2020,3,11170640,이촌2동,3596083,7,180271667,57263000,5721000,141667,4474000,87557667,5164333,0,1485667,126667,18337667
2020,3,11170510,후암동,3013677,7,577649000,254577333,12142667,4496333,21749000,7305000,19974667,9069667,16919333,13557000,217858000
2020,3,11140670,황학동,3247840,7,875362333,261254000,15942333,90748667,146576000,12934333,12608333,21120667,64980000,18989333,230208667
2020,3,11140570,필동,3033044,7,1149161667,210649667,6802333,57869000,85223333,56093333,16392667,77439333,95264667,36038667,507388667
2020,3,11110640,이화동,3024996,7,3163117333,253433000,59169333,13706333,678368667,3825333,1244727333,35697333,58055000,43435333,772699667
2020,3,11110600,가회동,3479766,7,420243667,106283000,22260000,255667,10734333,0,14392667,10326333,47189667,1937667,206864333
2020,3,11215830,자양2동,2999213,7,902042333,270411000,14935333,12618667,131202333,24993667,53667000,51616333,71428667,34658667,236510667
2020,3,11410615,연희동,3383749,7,19339612333,468992000,33515000,39982333,17815788667,178075333,53291667,37560333,115198667,54691000,542517333
2020,3,11410720,북가좌2동,2590646,6,985528000,311975333,8522000,79099000,98438000,8191333,71803333,36405333,47894000,36941667,286258000
2020,3,11440555,아현동,5237419,9,115625412667,582174000,15446667,13559000,270278333,13490000,69608333,19105000,114156006000,118469667,367275667
2020,3,11710561,방이1동,3970520,8,1521413333,126588333,15474667,2028000,124256333,280606333,460334667,40260000,39784667,45661000,386419333
2020,3,11710690,잠실4동,6007987,9,411205667,122617333,5590667,545667,110466333,0,49338333,3974000,9456000,35993667,73223667
2020,3,11710642,문정2동,4425648,8,7205064000,1611796333,1130140333,503679667,1107488333,273978000,57730667,100271000,253652333,1001223333,1165104000
2020,3,11710510,풍납1동,3011150,7,339554667,124646000,4518000,1642000,93570000,3002000,6514333,10127333,13657333,9682333,72195333
2020,3,11680640,역삼1동,3607265,7,305802370667,2251264667,816638667,514376000,10181926667,166681667,1104281333,1059389000,244574767667,39233377000,5899668000
2020,3,11680510,신사동,5099915,9,10934412333,569885667,535404333,52516333,4479840667,316854000,240830667,310298667,2154236000,452625333,1821920667
2020,3,11620665,서림동,2530625,6,710800000,203095000,6061667,5155667,22253000,114443333,119378333,13491667,54803333,9466333,162651667
2020,3,11620525,보라매동,2529995,6,4137461000,301600000,9765667,15351000,109100667,114398667,3215529000,29451000,80319333,32000333,229945333
2020,3,11590640,사당3동,3890035,8,854326333,386497000,10660667,7395000,44848667,4316000,71707333,9559000,45758667,36415333,237168667
2020,3,11590620,사당1동,2855173,6,2190558000,309248667,41332000,51024667,394115000,126004667,55822333,105763000,169133333,122360333,815754000
2020,3,11590520,노량진2동,2420761,5,1296368000,589059000,9423000,13813333,69187333,1901333,76724000,32923333,71214667,47468667,384653333
2020,3,11590510,노량진1동,3583099,7,2459650000,773099333,15171000,32736333,138277667,8770333,383585333,136564333,150318333,99613000,721514333
2020,3,11560560,당산2동,4130932,8,2949886667,526503333,28421667,35150000,416141000,20225667,122893333,112888667,153155000,698752333,835755667
2020,3,11530780,오류2동,3007261,7,158255667,103419333,1981333,497333,7164333,1462667,19987000,0,1866333,2139667,19737667
2020,3,11530780,오류2동,2781178,6,1269655000,672010000,15637667,11672333,85077333,26687000,98574000,28427000,47228667,43429667,240911333
2020,3,11530730,고척2동,2882639,6,791542333,369078667,7416000,9031000,112033333,33088000,33729000,25843000,24075667,15475000,161772667
2020,3,11530550,구로4동,2617060,6,1246757333,440910333,44509333,35389333,163809000,31246333,31678333,56895667,64573333,32871000,344874667
2020,3,11500640,방화2동,2708397,6,2153175333,423601667,13100333,24684333,224989667,195110667,10196333,35002000,921303333,63742000,241445000
2020,3,11500590,화곡본동,2398795,5,1747878000,551850000,12877000,22009000,292148000,273174333,75315667,49148667,74109000,46542667,350703667
2020,3,11470620,신정1동,5046256,9,1089332667,285396333,19384333,70090333,141235667,15568667,107408667,62988333,42376333,37228667,307655333
2020,3,11470611,신월7동,2343943,5,640707000,302651000,5683667,9396000,39581333,30351333,30453667,21511333,33861000,25686000,141531667
2020,3,11440680,합정동,3195027,7,2387697333,440431333,91308000,59343667,276343000,25814667,35178667,114778667,134843333,149111667,1060544333
2020,3,11440600,대흥동,3421062,7,1315438667,241325000,9651333,56309333,251592667,3303000,257338000,29266667,103183333,62698667,300770667
2020,3,11110550,부암동,3647449,7,334026000,53941333,7481333,1339000,32999667,45734333,20164667,0,30695333,2473667,139196667
2020,3,11740530,명일1동,3540203,7,1757592667,486767667,56207667,16434333,313924667,8757333,144774000,65902000,103464000,93117000,468244000
2020,3,11110530,사직동,5007768,9,12928170667,417290667,69912333,10404667,172404333,57843667,45686000,93702667,364485000,10411632000,1284809333
2020,3,11740515,강일동,3073250,7,977457000,385580333,4961000,8337667,114124333,47135333,112970667,3750333,53162000,39199667,208235667
2020,3,11380600,응암3동,2360910,5,1755110333,625269000,51155333,18850000,203556000,54160000,43505000,167528000,77487333,49105667,464494000
2020,3,11380570,대조동,2535013,6,2105814000,390286667,45509667,142941667,517292667,14576000,51464667,86888000,154313333,79600667,622940667
2020,3,11380551,갈현1동,2481200,6,1716221000,362845667,43125667,3460333,192833667,2851667,56088000,243873667,102927333,67028333,641186667
2020,3,11350612,하계2동,3625940,7,172972667,78111000,6432667,1714000,2774333,1352333,37784667,2987000,5290333,4079667,32446667
2020,3,11320710,방학3동,2962092,6,468964000,105158000,7033333,1164667,104552667,3966667,30877000,18238333,23588667,7519667,166865000
2020,3,11320681,쌍문4동,2968285,6,495195667,283302667,4868000,798000,24029333,0,89123000,4891000,19907000,5936000,62340667
2020,3,11320512,창2동,2551630,6,889219667,292814333,11658333,38856667,202976333,64135667,38300667,27762667,53076667,23011667,136626667
2020,3,11320511,창1동,3038009,7,950855000,225306333,10570000,13138333,200754667,19583333,36800000,30566000,45011667,73130000,295994667
2020,3,11305645,우이동,2457144,6,767720667,187222000,6721000,4085333,38370333,13633667,5061667,25911333,50110333,126667667,309937333
2020,3,11305575,삼각산동,3734477,7,769004333,288842333,10543000,2134667,94220000,310667,114856000,12670667,39478667,32528000,173420333
2020,3,11410660,홍은1동,3093859,7,320264333,123290333,3179000,7132333,27329667,2366333,17908667,8396000,36437667,9137333,85087000
2020,3,11290770,장위2동,2411293,5,576438000,120410667,10391667,40954000,58661667,156328667,19264000,15212333,24140667,20222667,110851667
2020,3,11230740,이문1동,3000929,7,774506667,159761333,6577333,10698333,113365000,63491667,11311000,33940333,90679333,16956667,267725667
2020,3,11215847,자양4동,2795134,6,2096400000,489635000,70533667,6744000,283369000,7672000,34351667,89537667,240053333,92810333,781693333
2020,3,11215760,중곡3동,2390961,5,770137333,170009000,8172000,10038667,125891000,173157000,31067333,41070000,40018333,19701667,151012333
2020,3,11200580,응봉동,3858472,8,135958000,63394000,2262000,0,9690333,3011000,15855667,5315333,6018000,4799333,25612333
2020,3,11200550,사근동,3099614,7,1596434333,294185000,16638000,1439667,99265000,4080667,20657333,200389667,103665667,111412333,744701000
2020,3,11200520,왕십리2동,3474994,7,538245000,130231667,9231667,49552667,96183333,0,51520333,23335000,40058333,31926667,106205333
2020,3,11110690,창신3동,3006052,7,98868667,67861333,560000,1254333,6547333,318333,1948333,2159333,1639000,490000,16090667
2020,3,11740620,천호3동,3165328,7,1401347333,247686667,59308667,8983667,355400000,17103333,28817000,136930333,76806667,71552667,398758333
2020,3,11740610,천호2동,2749741,6,31909441333,549959667,52511667,113652667,824167333,80108667,62692333,308338333,28881641333,187889667,848479667
2020,3,11740580,암사2동,3688535,7,751444667,137462667,7552333,3265333,106979000,56074333,60188333,9043667,71634000,31662667,267582333
2020,3,11290590,돈암2동,4297592,8,256173333,122235333,2987667,0,11521000,0,46794333,2383667,15017333,23376333,31857667
2020,3,11440585,도화동,4217433,8,1945529667,182143333,21925333,130675000,391583000,2395333,30000333,111461667,178553000,135328333,761464333
2020,3,11470590,신월4동,2639083,6,627631667,120044667,8336000,7570333,77155333,100778667,30254333,39417667,7454000,16035000,220585667
2020,3,11470600,신월5동,2615553,6,808343667,132216000,4684667,21856333,114800000,222577000,25631333,26543333,60518333,34552667,164964000
2020,3,11710720,잠실7동,6014516,9,101331000,54141667,1561333,12086667,5665000,0,3804667,0,10056000,2967000,11048667
2020,3,11710631,가락1동,4973588,9,1278315333,788952333,11628333,40384000,128995667,598333,36754333,15103000,19908000,72092333,163899000
2020,3,11710620,가락본동,3521561,7,2423260667,344930333,79787000,39380667,527680333,32250667,40311000,219305667,226353333,120604667,792657000
2020,3,11680720,일원본동,5444886,9,857926667,144597000,4216333,4223667,443916000,832667,45399333,518667,37870000,22315000,154038000
2020,3,11680650,역삼2동,5367397,9,176123154333,571988333,44508333,98635667,928366667,194375333,172880667,90470333,13876177333,159056757667,1088994000
2020,3,11680630,대치4동,4101144,8,14750269000,547865667,226854667,98207333,668486667,146905333,1561582000,247808333,249205000,9644881667,1358472333
2020,3,11680600,대치1동,7421305,10,3010189667,509367000,2212333,7279000,489902000,4019667,1400965333,23390333,99847667,129977333,343229000
2020,3,11680590,삼성2동,5055114,9,3687252000,868673000,128947000,50881000,607099667,101537333,381146667,221369667,232648333,324751667,770197667
2020,3,11680580,삼성1동,5098096,9,51871416333,538783000,1694087000,3770426000,1574622667,173151000,98509667,133473667,41115499333,1325447333,1447416667
2020,3,11650651,양재1동,4173236,8,3002431000,555830667,63689667,28963333,589481333,219422333,263926000,75194667,191519000,209891333,804512667
2020,3,11650621,방배4동,4557937,8,1556512667,235544667,35087333,22055333,439473333,38444333,136996333,27284000,120483000,127342000,373802333
2020,3,11620745,삼성동,2593695,6,530626333,372538667,13485000,4308000,38049667,2394667,15278000,6656667,21571667,10364333,45979667
2020,3,11620630,남현동,3234026,7,1506702333,546102000,6236333,947000,173001333,31295000,24813333,104913000,133343667,47423667,438627000
2020,3,11620605,은천동,3063077,7,1717781000,714860667,13647000,140736667,86646667,121471667,68053000,31993000,57517333,53642333,429212667
2020,3,11590660,대방동,3524765,7,1780018667,471418000,49115333,14288667,183196333,109394333,217587333,42312000,232786667,91037000,368883000
2020,3,11590560,상도4동,2563258,6,582587667,240943000,8322333,6203000,59975333,2579667,30185667,21141667,32498667,23150667,157587667
2020,3,11560620,양평2동,3672088,7,1705200667,576958333,18175333,28841333,121201667,276170333,33380667,57032667,96060667,36267000,461112667
2020,3,11560605,문래동,4019445,8,2749741000,491585000,9051667,59799667,303272667,132114333,81667333,74696667,649667333,125660667,822225667
2020,3,11560585,도림동,3031484,7,753501000,380788667,4332667,3468667,32263000,54747667,39454000,15277333,31270667,34027000,157871333
2020,3,11545710,시흥5동,2375052,5,471247000,184538000,4281333,7913667,35812667,4492667,14398667,25648000,36254333,34482000,123425667
2020,3,11545700,시흥4동,2405620,5,328149000,164910000,2914000,11073667,53663667,6182667,14655667,8706333,5664333,7204000,53174667
2020,3,11530760,개봉3동,2512790,6,803803333,463809000,30753000,7944000,64737333,17898667,15753000,18805667,11627667,19842667,152632333
2020,3,11530560,구로5동,3213284,7,2994809333,773293667,42539000,277104667,558056667,13246333,48692333,112811333,245085000,157061333,766919000
2020,3,11740640,성내1동,3438376,7,1538871667,298963667,12743000,34681667,495208667,140079000,57965333,24506667,97890000,57981000,318852667
2020,3,11740690,둔촌1동,3596734,7,7858667,1553000,478333,863667,0,0,258000,0,3289667,668333,747667
2020,3,11740550,고덕1동,4618641,8,627898000,353050667,9149000,6387333,68684333,8122333,39979000,10711333,7592333,14067000,110154667
2020,3,11680610,대치2동,6017362,9,11224620667,626907667,289996333,201260333,1528303000,2406131667,1251155333,71493333,3720826667,198983667,929562667
2020,3,11470520,목2동,3244963,7,1703918333,666496000,17998667,15364000,249638667,203588333,101920667,40639667,76421000,33704000,298147333
2020,3,11440660,서교동,3212258,7,14733233667,1472254333,1338555667,288260667,1563064333,26459333,511013667,1469037667,1674915333,1085332667,5304340000
2020,3,11440630,신수동,4157605,8,766444000,235269000,4305000,18234000,225537667,23206667,39884000,16666000,22561000,10003000,170777667
2020,3,11440590,용강동,4787212,8,1916562333,416341000,18940333,11361333,266019000,174566667,130669667,76785667,155434333,48465333,617979000
2020,3,11410565,충현동,3210231,7,954698333,228050667,7172000,26478000,98455667,10038000,25772667,19032667,85648667,56906000,397144000
2020,3,11410520,천연동,4197718,8,704386667,357574000,13221333,4631333,71124000,4732333,44703333,29476333,27484333,8413667,143026000
2020,3,11380650,수색동,3253972,7,309034000,23504333,853000,45558667,17048333,161198667,2283000,1890667,11136000,3820333,41741000
2020,3,11380640,증산동,2838450,6,790378000,186127667,8969000,14038667,56385667,318594000,33581333,10759667,34894667,9512000,117515333
2020,3,11350720,상계10동,3132098,7,237363667,44682333,10162333,10038000,33572333,2345000,24462667,1608667,41420333,18299333,50772667
2020,3,11350695,상계6?7동,3152836,7,3484061000,432954667,55058667,65745333,1511586667,1824333,261228000,148980667,295318667,253655000,457709000
2020,3,11350630,상계1동,3030316,7,2237566333,738208667,33275667,55795333,162854000,114716000,71517000,76426333,102664000,84859000,797250333
2020,3,11350624,중계4동,3196660,7,1117325000,199982000,13714000,25408000,199165667,2954000,54421333,75308667,51096667,36451667,458823000
2020,3,11350621,중계1동,4623227,8,1336021333,199615333,16488667,81274333,103611333,13750000,537773000,4082333,87952667,21997333,269476333
2020,3,11305620,수유2동,2577008,6,510685333,143670333,6692667,25111667,46933333,19020333,22933000,26900000,35734333,14304667,169385000
2020,3,11305610,수유1동,2220463,5,1131203000,438030000,37362000,14991667,111529000,181306333,12537000,19422333,79965333,46831333,189228000
2020,3,11290810,석관동,2864182,6,1647413000,555576333,31821667,27999000,157926667,13375667,184472000,81234667,74930667,48482333,471594000
2020,3,11290780,장위3동,3113825,7,323908333,115780000,8584000,6486333,39511000,4856667,24932000,6820667,13679333,21421667,81836667
2020,3,11290620,정릉1동,3341356,7,445921333,136454667,3009667,3735667,66407667,5898333,42243667,15076000,23172667,20499667,129423333
2020,3,11290575,동선동,2821008,6,3082997000,362584000,201885333,31227000,645042333,6746333,129726333,189009667,289104333,183876000,1043795667
2020,3,11260550,면목5동,2233073,5,501541333,46555333,4226333,10931333,32329000,331940000,9931000,7438667,14869667,2948667,40371333
2020,3,11200690,성수2가3동,3358391,7,3319586000,588761333,128496667,34083333,290282000,479334000,474217667,82578000,153164667,105793667,982874667
2020,3,11170685,한남동,4381088,8,3164249333,414102333,241734667,7797000,199676667,140389000,67208667,174518667,462640000,161997000,1294185333
2020,3,11170530,남영동,3183091,7,16459795667,170235333,50459667,1068406000,223203333,12308333,20801000,94858000,6100223000,8110153333,609147667
2020,3,11470530,목3동,3101712,7,1703941000,689195667,38625333,131624333,282124667,6847333,38831333,72365667,108694000,61621667,274011000
2020,3,11170520,용산2가동,2540319,6,35604114000,35279346333,7386000,4302667,11131000,2335333,7756667,22971333,21363667,6125667,241395333
2020,3,11470680,신정7동,4094404,8,1061550000,440790333,5920333,1026667,100710667,132982667,123505000,12941333,41953333,20800000,180919667
2020,3,11500593,화곡8동,2473381,6,1197525000,444122667,32374667,14778333,132664000,1543000,60906333,47790333,63003000,61671000,338671667
2020,3,11710680,잠실3동,5452682,9,1955888333,249232000,92490667,13335000,240194333,1265000,65195000,0,1090788000,62183333,141205000
2020,3,11710647,위례동,4202887,8,1176424000,321711333,24273000,3809000,115361000,206469000,101777667,7423667,25401000,62983000,307215333
2020,3,11710580,송파1동,3129216,7,2236351000,448603000,33004333,66784000,389919667,46568333,66837000,76316000,133011333,108372667,866934667
2020,3,11710562,방이2동,2928271,6,4590556000,616819333,69497000,62466333,1263457667,192897333,221137000,362132000,285038333,105048333,1412062667
2020,3,11710550,마천2동,2339431,5,1089335333,426293000,37867333,22075667,235553000,35181333,28857667,30228667,73658000,26561667,173059000
2020,3,11680670,개포2동,5195802,9,611400667,277409333,5515333,1204000,62211000,4865333,53360333,18061667,36893000,27447333,124433333
2020,3,11680521,논현1동,3277066,7,12720076667,817487000,128263000,698025667,5061340667,68240000,520435667,581662333,2732395667,442739333,1669487333
